id,name,level_name,year,division_id
14507,Аllergology For Gastroenterologists,additional educational programmes based on bachelor studies,2022,590
13455,Аllergology For Gastroenterologists,additional educational programmes based on bachelor studies,2021,590
14740,Analysis of Holter Monitoring Data in Patients with Pacemakers,additional educational programmes based on bachelor studies,2022,590
13688,Analysis of Holter Monitoring Data in Patients with Pacemakers,additional educational programmes based on bachelor studies,2021,590
14860,Analysis of ECG Holter Monitoring Data in Patients with Bradyarrhythmias and Heart Block,additional educational programmes based on bachelor studies,2022,590
14756,Analysis of ECG Holter Monitoring Data in Patients with Atrial Fibrillation and Flutter,additional educational programmes based on bachelor studies,2022,590
14256,Analysis of ECG Holter Monitoring Data in Patients with Atrial Fibrillation and Flutter,additional educational programmes based on bachelor studies,2021,590
14752,Management of Patients with Implanted Devices in the Practice of a Cardiologist and Functional Diagnostics Doctor,additional educational programmes based on bachelor studies,2022,590
13682,Management of Patients with Implanted Devices in the Practice of a Cardiologist and Functional Diagnostics Doctor,additional educational programmes based on bachelor studies,2021,590
14902,Virus Infections in Medical Practice,additional educational programmes based on bachelor studies,2022,590
13598,Virus Infections in Medical Practice,additional educational programmes based on bachelor studies,2021,590
16177,Gastroenterology,additional educational programmes based on bachelor studies,2023,590
14918,Gastroenterology,additional educational programmes based on bachelor studies,2022,590
13432,Gastroenterology,additional educational programmes based on bachelor studies,2021,590
14808,Gastroenterology: Autoimmune Gastrointestinal Diseases,additional educational programmes based on bachelor studies,2022,590
13399,Gastroenterology: Autoimmune Gastrointestinal Diseases,additional educational programmes based on bachelor studies,2021,590
13436,Gastroenterology: Pancreatic Diseases,additional educational programmes based on bachelor studies,2021,590
14747,"Diagnostics and Treatment of Ventricular Arrhythmias, Sudden Cardiac Death Prevention",additional educational programmes based on bachelor studies,2022,590
15959,Diagnostics and Treatment of Cardiovascular Diseases in the Light of Modern Recommendations,additional educational programmes based on bachelor studies,2023,590
16180,Dietology,additional educational programmes based on bachelor studies,2023,590
14818,Dietology,additional educational programmes based on bachelor studies,2022,590
13441,Dietology,additional educational programmes based on bachelor studies,2021,590
14948,Differential Diagnosis of Major Therapeutic Syndromes,additional educational programmes based on bachelor studies,2022,590
14504,Vulvovaginal   diseases  in  outpatient  gynecology,additional educational programmes based on bachelor studies,2022,590
13677,Vulvovaginal   diseases  in  outpatient  gynecology,additional educational programmes based on bachelor studies,2021,590
14266,Diseases of Myocardium and Heart Failure,additional educational programmes based on bachelor studies,2021,590
13433,Diseases of the digestive system in pregnancy,additional educational programmes based on bachelor studies,2021,590
14503,Cervical diseases in outpatient gynecology,additional educational programmes based on bachelor studies,2022,590
13676,Cervical diseases in outpatient gynecology,additional educational programmes based on bachelor studies,2021,590
15570,Innovative Methods of Diagnostics and Treatment of Atherosclerosis,additional educational programmes based on bachelor studies,2022,590
14831,Сanceroprevetion in Gastroenterology,additional educational programmes based on bachelor studies,2022,590
16065,Cardiology,additional educational programmes based on bachelor studies,2023,590
14944,Cardiology,additional educational programmes based on bachelor studies,2022,590
13671,Cardiology,additional educational programmes based on bachelor studies,2021,590
14960,Clinical Electrocardiography,additional educational programmes based on bachelor studies,2022,590
14744,"Combined Monitoring of ECG, BP and Breathing in the Examination and Treatment of Patients with Cardiovascular Disorders",additional educational programmes based on bachelor studies,2022,590
13684,"Combined Monitoring of ECG, BP and Breathing in the Examination and Treatment of Patients with Cardiovascular Disorders",additional educational programmes based on bachelor studies,2021,590
14765,Computer Tomography and Magnetic Resonance Imaging in Clinical Practice,additional educational programmes based on bachelor studies,2022,590
13375,Computer Tomography and Magnetic Resonance Imaging in Clinical Practice,additional educational programmes based on bachelor studies,2021,590
14767,Computer Tomography for Diagnostic  Lungs Nodule: Lung-RADS,additional educational programmes based on bachelor studies,2022,590
13378,Computer Tomography for Diagnostic  Lungs Nodule: Lung-RADS,additional educational programmes based on bachelor studies,2021,590
14743,Correction of Dyslipidemia in Patients with Resistance and Poor Tolerance to Lipid-Lowering Therapy,additional educational programmes based on bachelor studies,2022,590
13689,Correction of Dyslipidemia in Patients with Resistance and Poor Tolerance to Lipid-Lowering Therapy,additional educational programmes based on bachelor studies,2021,590
13703,Laparoscopic Myomectomy,additional educational programmes based on bachelor studies,2021,590
14822,Drug-Induced Lesions of the Gastrointestinal Tract,additional educational programmes based on bachelor studies,2022,590
13447,Drug-Induced Lesions of the Gastrointestinal Tract,additional educational programmes based on bachelor studies,2021,590
14764,Diagnostic Imaging at Trauma and Diseases Joints,additional educational programmes based on bachelor studies,2022,590
13374,Diagnostic Imaging at Trauma and Diseases Joints,additional educational programmes based on bachelor studies,2021,590
16073,The Methodology of Physicians’ Learning in the System of Continuing Medical Education,additional educational programmes based on bachelor studies,2023,590
15572,The Methodology of Physicians’ Learning in the System of Continuing Medical Education,additional educational programmes based on bachelor studies,2022,590
14288,Methods of Functional Diagnostics in the Management of Patients with Heart Failure,additional educational programmes based on bachelor studies,2021,590
14903,Microbiocenosis in Infection and Somatic Pathology,additional educational programmes based on bachelor studies,2022,590
13599,Microbiocenosis in Infection and Somatic Pathology,additional educational programmes based on bachelor studies,2021,590
14741,Supraventricular Arrhythmias: Diagnostics and Treatment,additional educational programmes based on bachelor studies,2022,590
14267,Supraventricular Arrhythmias: Diagnostics and Treatment,additional educational programmes based on bachelor studies,2021,590
13395,Heart Rhythm and Conduction Disorders as a Manifestation of Cardiovascular Diseases,additional educational programmes based on bachelor studies,2021,590
14763,Neuroradiology (CT and MRI in Neurologocal Practice),additional educational programmes based on bachelor studies,2022,590
13373,Neuroradiology (CT and MRI in Neurologocal Practice),additional educational programmes based on bachelor studies,2021,590
15926,Neurourology and Urodynamic: Theory and Practice,additional educational programmes based on bachelor studies,2023,590
15015,Neurourology and Urodynamic: Theory and Practice,additional educational programmes based on bachelor studies,2022,590
14830,Оbesity: A Modern View of the Problem,additional educational programmes based on bachelor studies,2022,590
13522,Оbesity: A Modern View of the Problem,additional educational programmes based on bachelor studies,2021,590
14957,"Oncological Diseases, Modern Methods of the Diagnosis and Treatment",additional educational programmes based on bachelor studies,2022,590
16029,The Public Health Organization,additional educational programmes based on bachelor studies,2023,590
14835,The Public Health Organization,additional educational programmes based on bachelor studies,2022,590
13662,The Public Health Organization,additional educational programmes based on bachelor studies,2021,590
13741,Fundamentals of Electrocardiographic Data Analysis in Therapeutic Practice,additional educational programmes based on bachelor studies,2021,590
15916,Basics of Hysteroscopy and Hysteroresectoscopy,additional educational programmes based on bachelor studies,2023,590
14483,Basics of Hysteroscopy and Hysteroresectoscopy,additional educational programmes based on bachelor studies,2022,590
13364,Basics of Hysteroscopy and Hysteroresectoscopy,additional educational programmes based on bachelor studies,2021,590
14882,Basics of Clinical Music Therapy,additional educational programmes based on bachelor studies,2022,590
13666,Basics of Clinical Music Therapy,additional educational programmes based on bachelor studies,2021,590
14505,Basics of Colposcopy,additional educational programmes based on bachelor studies,2022,590
13681,Basics of Colposcopy,additional educational programmes based on bachelor studies,2021,590
13672,Bases of Examination of Quality of Medical Care,additional educational programmes based on bachelor studies,2021,590
13680,Basics of Echocardiography,additional educational programmes based on bachelor studies,2021,590
15732,Properties of Minimalinvasion Surgery of Abdominal Hernias,additional educational programmes based on bachelor studies,2022,590
14795,Оsteopathy,additional educational programmes based on bachelor studies,2022,590
12477,Оsteopathy,additional educational programmes based on bachelor studies,2020,590
11428,Оsteopathy,additional educational programmes based on bachelor studies,2019,590
14745,Acute and Chronic Forms of Ischemic Heart Disease,additional educational programmes based on bachelor studies,2022,590
14753,From Arterial Hypertension and Dislipidemia to Chronic Heart Failure: Modern Technologies to Reduce Cardiovascular Risk,additional educational programmes based on bachelor studies,2022,590
13683,From Arterial Hypertension and Dislipidemia to Chronic Heart Failure: Modern Technologies to Reduce Cardiovascular Risk,additional educational programmes based on bachelor studies,2021,590
15928,Percutaneous Nephrolithotomy,additional educational programmes based on bachelor studies,2023,590
15017,Percutaneous Nephrolithotomy,additional educational programmes based on bachelor studies,2022,590
15679,Nutrition for Healthy and Sick Children and Adolescents. Diet Therapy of Leading Alimentary-Dependent Diseases and Diabetes Mellitus,additional educational programmes based on bachelor studies,2022,590
15981,Рractical Allergology,additional educational programmes based on bachelor studies,2023,590
14509,Рractical Allergology,additional educational programmes based on bachelor studies,2022,590
14159,Рractical Allergology,additional educational programmes based on bachelor studies,2021,590
14828,Nutritional Health Programming: from Birth to Old Age,additional educational programmes based on bachelor studies,2022,590
14881,Psychotherapy and the Fundamentals of Nutrition Eating Disorders,additional educational programmes based on bachelor studies,2022,590
13663,Psychotherapy and the Fundamentals of Nutrition Eating Disorders,additional educational programmes based on bachelor studies,2021,590
15930,Reconstructive Urogynecology,additional educational programmes based on bachelor studies,2023,590
15019,Reconstructive Urogynecology,additional educational programmes based on bachelor studies,2022,590
14761,"Radiology  (X-RAY, CT, MRI, PET)",additional educational programmes based on bachelor studies,2022,590
13371,"Radiology  (X-RAY, CT, MRI, PET)",additional educational programmes based on bachelor studies,2021,590
15012,Flexible Retrograde Intrarenal Surgery,additional educational programmes based on bachelor studies,2022,590
13597,Bacterial Biofilms and Their Role in the Pathogenesis of Disease,additional educational programmes based on bachelor studies,2021,590
14750,Complex Issues of the Diagnosis and Treatment of Progressive Atherosclerosis,additional educational programmes based on bachelor studies,2022,590
13679,Complex Issues of the Diagnosis and Treatment of Progressive Atherosclerosis,additional educational programmes based on bachelor studies,2021,590
14774,Modern Doppler Imaging of Heart and Great Vessels,additional educational programmes based on bachelor studies,2022,590
13517,Modern Doppler Imaging of Heart and Great Vessels,additional educational programmes based on bachelor studies,2021,590
14821,Modern Management of Patients with Liver Cirrhosis,additional educational programmes based on bachelor studies,2022,590
13444,Modern Management of Patients with Liver Cirrhosis,additional educational programmes based on bachelor studies,2021,590
13702,Modern Technologies in Abdomen Surgery,additional educational programmes based on bachelor studies,2021,590
13690,In-depth Analysis of Holter ECG Monitoring Data in Patients with Tachyarrhythmias,additional educational programmes based on bachelor studies,2021,590
15664,Ultrosaund Diagnostics,additional educational programmes based on bachelor studies,2023,590
14759,Ultrosaund Diagnostics,additional educational programmes based on bachelor studies,2022,590
13369,Ultrosaund Diagnostics,additional educational programmes based on bachelor studies,2021,590
14762,Ultrasound Diagnostics in Obstetrics and Gynecology,additional educational programmes based on bachelor studies,2022,590
13372,Ultrasound Diagnostics in Obstetrics and Gynecology,additional educational programmes based on bachelor studies,2021,590
14771,Ultrasound Examination of Joints,additional educational programmes based on bachelor studies,2022,590
13383,Ultrasound Examination of Joints,additional educational programmes based on bachelor studies,2021,590
14755,Functional Diagnostics in Cardiology,additional educational programmes based on bachelor studies,2022,590
13686,Functional Diagnostics in Cardiology,additional educational programmes based on bachelor studies,2021,590
14832,Functional Gastrointestinal Disorders,additional educational programmes based on bachelor studies,2022,590
14180,Functional Gastrointestinal Disorders,additional educational programmes based on bachelor studies,2021,590
16064,ECG Holter Monitoring and ABPM in the Management of CV Diseases,additional educational programmes based on bachelor studies,2023,590
14943,ECG Holter Monitoring and ABPM in the Management of CV Diseases,additional educational programmes based on bachelor studies,2022,590
13687,ECG Holter Monitoring and ABPM in the Management of CV Diseases,additional educational programmes based on bachelor studies,2021,590
15016,Percutaneous Nephrolithotomy and Flexible Retrograde Intrarenal Surgery - Modern Approaches for Treatment of Kidney Stones,additional educational programmes based on bachelor studies,2022,590
15733,School of Pelvioperineology,additional educational programmes based on bachelor studies,2022,590
14802,Expert Activity in Obligatory Medical Insurance System,additional educational programmes based on bachelor studies,2022,590
13673,Expert Activity in Obligatory Medical Insurance System,additional educational programmes based on bachelor studies,2021,590
15533,"Endovenous Laser Ablation – ""Gold Standard"" of Treatment Varicose Veins",additional educational programmes based on bachelor studies,2022,590
14490,"Endometriosis, Modern Approaches to Diagnosis and Treatment",additional educational programmes based on bachelor studies,2022,590
13701,"Endometriosis, Modern Approaches to Diagnosis and Treatment",additional educational programmes based on bachelor studies,2021,590
13780,Nurse in  Palliative Care,additional educational programmes based on non-university level higher education,2021,590
14905,Epidemiology and Prevention of Healthcare-Associated Infections (HAIs),additional educational programmes based on non-university level higher education,2022,590
14433,Epidemiology and Prevention of Healthcare-Associated Infections (HAIs),additional educational programmes based on non-university level higher education,2021,590
15543,Obstetrics and Gynaecology,clinical residency,2023,590
14192,Obstetrics and Gynaecology,clinical residency,2022,590
15562,Anaesthesiology and Emergency Medicine,clinical residency,2023,590
14211,Anaesthesiology and Emergency Medicine,clinical residency,2022,590
16036,Gastroenterology,clinical residency,2023,590
15552,Dermatovenereology,clinical residency,2023,590
14201,Dermatovenereology,clinical residency,2022,590
15548,Infectious Diseases,clinical residency,2023,590
14197,Infectious Diseases,clinical residency,2022,590
15549,Cardiology,clinical residency,2023,590
14198,Cardiology,clinical residency,2022,590
15563,Exercise Therapy and Sports Medicine,clinical residency,2023,590
14212,Exercise Therapy and Sports Medicine,clinical residency,2022,590
15551,Neurology,clinical residency,2023,590
14200,Neurology,clinical residency,2022,590
15544,Neurosurgery,clinical residency,2023,590
14193,Neurosurgery,clinical residency,2022,590
15542,Oncology,clinical residency,2023,590
14191,Oncology,clinical residency,2022,590
15565,Health Organisation and Public Health,clinical residency,2023,590
14214,Health Organisation and Public Health,clinical residency,2022,590
15560,Otorhinolaryngology,clinical residency,2023,590
14209,Otorhinolaryngology,clinical residency,2022,590
15553,Ophthalmology,clinical residency,2023,590
14202,Ophthalmology,clinical residency,2022,590
15539,Paediatrics,clinical residency,2023,590
14188,Paediatrics,clinical residency,2022,590
15547,Psychiatry,clinical residency,2023,590
14196,Psychiatry,clinical residency,2022,590
15550,Roentgenology,clinical residency,2023,590
14199,Roentgenology,clinical residency,2022,590
15598,X-ray endovascular diagnosis and treatment,clinical residency,2023,590
15597,Cardoivascular Surgery,clinical residency,2023,590
15561,Therapy,clinical residency,2023,590
14210,Therapy,clinical residency,2022,590
15546,Cardiothoracic Surgery,clinical residency,2023,590
14195,Cardiothoracic Surgery,clinical residency,2022,590
15541,Traumatology and Orthopaedics,clinical residency,2023,590
14190,Traumatology and Orthopaedics,clinical residency,2022,590
15545,Urology,clinical residency,2023,590
14194,Urology,clinical residency,2022,590
15564,Physiotherapy,clinical residency,2023,590
14213,Physiotherapy,clinical residency,2022,590
15540,Surgery,clinical residency,2023,590
14189,Surgery,clinical residency,2022,590
16037,Endocrinology,clinical residency,2023,590
15599,Endoscopy,clinical residency,2023,590
12938,Public health and preventive medicine,Aspirantura Programme,2021,590
12914,Medical Sciences,Aspirantura Programme,2021,590
11994,Medical Sciences,Aspirantura Programme,2020,590
12936,Fundamental Medicine,Aspirantura Programme,2021,590
12018,Fundamental Medicine,Aspirantura Programme,2020,590
15045,General Medicine,specialist degree studies,2023,590
13845,General Medicine,specialist degree studies,2022,590
12836,General Medicine,specialist degree studies,2021,590
12120,General Medicine,specialist degree studies,2020,590
10936,General Medicine,specialist degree studies,2019,590
10197,General Medicine,specialist degree studies,2018,590
9030,General Medicine,specialist degree studies,2017,590
8072,General Medicine,specialist degree studies,2016,590
15374,General Medicine (in English),specialist degree studies,2023,590
15579,Nursing,non-university level higher education based on secondary education,2023,590
14227,Nursing,non-university level higher education based on secondary education,2022,590
15569,Nursing,non-university level higher education based on secondary education,2021,590
15568,Nursing,non-university level higher education based on secondary education,2020,590
10964,Nursing,non-university level higher education based on secondary education,2019,590
10191,Nursing,non-university level higher education based on secondary education,2018,590
15099,Physical Training and Sport,bachelor studies,2023,591
14005,Physical Training and Sport,bachelor studies,2022,591
12952,Physical Training and Sport,bachelor studies,2021,591
12040,Physical Training and Sport,bachelor studies,2020,591
11256,Physical Training and Sport,bachelor studies,2019,591
13548,Osnovi raboti prepodavatelya v sisteme Blackboard,additional educational programmes based on bachelor studies,2021,591
15900,Preparatory Course (for foreign citizens),additional educational programmes based on basic general education,2023,591
14489,Preparatory Course (for foreign citizens),additional educational programmes based on basic general education,2022,591
13324,Preparatory Course (for foreign citizens),additional educational programmes based on basic general education,2021,591
12758,The French University College of St. Petersburg State University University,additional educational programmes based on secondary (complete) general education,2020,591
15074,International Relations,bachelor studies,2023,592
13874,International Relations,bachelor studies,2022,592
12867,International Relations,bachelor studies,2021,592
11908,International Relations,bachelor studies,2020,592
11127,International Relations,bachelor studies,2019,592
10013,International Relations,bachelor studies,2018,592
13472,School of International Relations,additional educational programmes based on basic general education,2021,592
13705,School of Leadership,additional education of children,2021,592
15247,American Studies,master studies,2023,592
13908,American Studies,master studies,2022,592
13020,American Studies,master studies,2021,592
12123,American Studies,master studies,2020,592
15248,Diplomacy of the Russian Federation and Foreign States,master studies,2023,592
13909,Diplomacy of the Russian Federation and Foreign States,master studies,2022,592
13021,Diplomacy of the Russian Federation and Foreign States,master studies,2021,592
12124,Diplomacy of the Russian Federation and Foreign States,master studies,2020,592
15249,European Studies,master studies,2023,592
13910,European Studies,master studies,2022,592
13022,European Studies,master studies,2021,592
12125,European Studies,master studies,2020,592
15354,Artificial Intelligence and International Security,master studies,2023,592
14152,Artificial Intelligence and International Security,master studies,2022,592
15266,Baltic and Nordic Studies,master studies,2023,592
13937,Baltic and Nordic Studies,master studies,2022,592
13049,Baltic and Nordic Studies,master studies,2021,592
12143,Baltic and Nordic Studies,master studies,2020,592
15290,BRICS Studies,master studies,2023,592
13981,BRICS Studies,master studies,2022,592
13118,BRICS Studies,master studies,2021,592
12206,BRICS Studies,master studies,2020,592
15250,Pacific Studies,master studies,2023,592
13911,Pacific Studies,master studies,2022,592
13023,Pacific Studies,master studies,2021,592
12126,Pacific Studies,master studies,2020,592
15251,History of International Relations: 20th and 21st Centuries,master studies,2023,592
13024,History of International Relations: 20th and 21st Centuries,master studies,2021,592
15252,International Cooperation in Environmental Policy and Sustainable Development,master studies,2023,592
13025,International Cooperation in Environmental Policy and Sustainable Development,master studies,2021,592
12127,International Cooperation in Environmental Policy and Sustainable Development,master studies,2020,592
15253,International Humanitarian Cooperation,master studies,2023,592
13912,International Humanitarian Cooperation,master studies,2022,592
13026,International Humanitarian Cooperation,master studies,2021,592
12128,International Humanitarian Cooperation,master studies,2020,592
15268,International Relations (in English),master studies,2023,592
13939,International Relations (in English),master studies,2022,592
13051,International Relations (in English),master studies,2021,592
12145,International Relations (in English),master studies,2020,592
15254,International Relations in the Post-Soviet Space,master studies,2023,592
13913,International Relations in the Post-Soviet Space,master studies,2022,592
13027,International Relations in the Post-Soviet Space,master studies,2021,592
12129,International Relations in the Post-Soviet Space,master studies,2020,592
15255,World Politics,master studies,2023,592
13914,World Politics,master studies,2022,592
13028,World Politics,master studies,2021,592
12130,World Politics,master studies,2020,592
15256,Public Relations as Part of International Relations,master studies,2023,592
13916,Public Relations as Part of International Relations,master studies,2022,592
13029,Public Relations as Part of International Relations,master studies,2021,592
12132,Public Relations as Part of International Relations,master studies,2020,592
15267,Strategic and Arms Control Studies,master studies,2023,592
13938,Strategic and Arms Control Studies,master studies,2022,592
13050,Strategic and Arms Control Studies,master studies,2021,592
12144,Strategic and Arms Control Studies,master studies,2020,592
13915,Theory of International Relations and Foreign Policy Analysis,master studies,2022,592
12131,Theory of International Relations and Foreign Policy Analysis,master studies,2020,592
12926,History of International Relations and Foreign Policy,Aspirantura Programme,2021,592
12006,History of International Relations and Foreign Policy,Aspirantura Programme,2020,592
10956,History of International Relations and Foreign Policy,Aspirantura Programme,2019,592
12919,International Relations and World Politics,Aspirantura Programme,2021,592
11999,International Relations and World Politics,Aspirantura Programme,2020,592
11005,International Relations and World Politics,Aspirantura Programme,2019,592
15089,Public Administration,bachelor studies,2023,593
13890,Public Administration,bachelor studies,2022,593
12884,Public Administration,bachelor studies,2021,593
11924,Public Administration,bachelor studies,2020,593
11049,Public Administration,bachelor studies,2019,593
9972,Public Administration,bachelor studies,2018,593
15094,International Management,bachelor studies,2023,593
13972,International Management,bachelor studies,2022,593
10004,International Management,bachelor studies,2018,593
11145,International Management (with study of Modern European and Oriental Languages),bachelor studies,2019,593
12982,International Management (with study of Modern European or Oriental Languages),bachelor studies,2021,593
12508,International Management (with study of Modern European or Oriental Languages),bachelor studies,2020,593
15088,Management,bachelor studies,2023,593
13889,Management,bachelor studies,2022,593
12883,Management,bachelor studies,2021,593
11923,Management,bachelor studies,2020,593
11053,Management,bachelor studies,2019,593
9978,Management,bachelor studies,2018,593
14911,Analytical Activity of a Civil Servant,additional educational programmes based on bachelor studies,2022,593
15617,Leaders of the Future: Operational Efficiency,additional educational programmes based on bachelor studies,2022,593
13750,Leaders of the Future: Operational Efficiency,additional educational programmes based on bachelor studies,2021,593
15600,Leaders of the Future: Strategic Level,additional educational programmes based on bachelor studies,2022,593
13749,Leaders of the Future: Strategic Level,additional educational programmes based on bachelor studies,2021,593
15002,Healthcare Management,additional educational programmes based on bachelor studies,2022,593
13746,Healthcare Management,additional educational programmes based on bachelor studies,2021,593
15191,Master in Business Analytics and Big Data - MiBA,master studies,2023,593
14030,Master in Business Analytics and Big Data - MiBA,master studies,2022,593
13161,Master in Business Analytics and Big Data - MiBA,master studies,2021,593
12055,Master in Business Analytics and Big Data - MiBA,master studies,2020,593
15149,Master in Corporate Finance (MCF),master studies,2023,593
13926,Master in Corporate Finance (MCF),master studies,2022,593
13039,Master in Corporate Finance (MCF),master studies,2021,593
11946,Master in Corporate Finance (MCF),master studies,2020,593
15162,Master in Management - MIM,master studies,2023,593
13969,Master in Management - MIM,master studies,2022,593
13107,Master in Management - MIM,master studies,2021,593
11973,Master in Management - MIM,master studies,2020,593
12076,Master in Urban Management and Development - MUMD,master studies,2020,593
15225,Managing a Smart City (A Master’s Programme in Smart City Management - MSC),master studies,2023,593
14122,Managing a Smart City (A Master’s Programme in Smart City Management - MSC),master studies,2022,593
13233,Managing a Smart City (A Master’s Programme in Smart City Management - MSC),master studies,2021,593
12933,Economics and Management,Aspirantura Programme,2021,593
12013,Economics and Management,Aspirantura Programme,2020,593
10937,Economics and Management,Aspirantura Programme,2019,593
15063,Geography,bachelor studies,2023,594
13864,Geography,bachelor studies,2022,594
12855,Geography,bachelor studies,2021,594
11897,Geography,bachelor studies,2020,594
11126,Geography,bachelor studies,2019,594
10362,Geography,bachelor studies,2018,594
15062,Geology,bachelor studies,2023,594
13841,Geology,bachelor studies,2022,594
12854,Geology,bachelor studies,2021,594
11896,Geology,bachelor studies,2020,594
11222,Geology,bachelor studies,2019,594
10000,Geology,bachelor studies,2018,594
15065,Hydrometeorology,bachelor studies,2023,594
13866,Hydrometeorology,bachelor studies,2022,594
12857,Hydrometeorology,bachelor studies,2021,594
11899,Hydrometeorology,bachelor studies,2020,594
11051,Hydrometeorology,bachelor studies,2019,594
9964,Hydrometeorology,bachelor studies,2018,594
15103,Real Property Cadastre: Assessment and Information Support,bachelor studies,2023,594
14026,Real Property Cadastre: Assessment and Information Support,bachelor studies,2022,594
12959,Real Property Cadastre: Assessment and Information Support,bachelor studies,2021,594
12051,Real Property Cadastre: Assessment and Information Support,bachelor studies,2020,594
11198,Real Property Cadastre: Assessment and Information Support,bachelor studies,2019,594
10349,Real Property Cadastre: Assessment and Information Support,bachelor studies,2018,594
15064,Cartography and Geoinformatics,bachelor studies,2023,594
13865,Cartography and Geoinformatics,bachelor studies,2022,594
12856,Cartography and Geoinformatics,bachelor studies,2021,594
11898,Cartography and Geoinformatics,bachelor studies,2020,594
11316,Cartography and Geoinformatics,bachelor studies,2019,594
10008,Cartography and Geoinformatics,bachelor studies,2018,594
15090,Petroleum Engineering,bachelor studies,2023,594
13893,Petroleum Engineering,bachelor studies,2022,594
12887,Petroleum Engineering,bachelor studies,2021,594
11927,Petroleum Engineering,bachelor studies,2020,594
11228,Petroleum Engineering,bachelor studies,2019,594
9973,Petroleum Engineering,bachelor studies,2018,594
15100,Organisation of Tourist Activities (with Advanced Study of the Chinese Language),bachelor studies,2023,594
14009,Organisation of Tourist Activities (with Advanced Study of the Chinese Language),bachelor studies,2022,594
12953,Organisation of Tourist Activities (with Advanced Study of the Chinese Language),bachelor studies,2021,594
12043,Organisation of Tourist Activities (with Advanced Study of the Chinese Language),bachelor studies,2020,594
11220,Organisation of Tourist Activities (with Advanced Study of the Chinese Language),bachelor studies,2019,594
9999,Organisation of Tourist Activities (with Advanced Study of the Chinese Language),bachelor studies,2018,594
15066,Soil Science,bachelor studies,2023,594
13867,Soil Science,bachelor studies,2022,594
12858,Soil Science,bachelor studies,2021,594
11900,Soil Science,bachelor studies,2020,594
11155,Soil Science,bachelor studies,2019,594
10007,Soil Science,bachelor studies,2018,594
15097,Tourism,bachelor studies,2023,594
13989,Tourism,bachelor studies,2022,594
12944,Tourism,bachelor studies,2021,594
12027,Tourism,bachelor studies,2020,594
11036,Tourism,bachelor studies,2019,594
10020,Tourism,bachelor studies,2018,594
15067,Ecology and Nature Management,bachelor studies,2023,594
13868,Ecology and Nature Management,bachelor studies,2022,594
12859,Ecology and Nature Management,bachelor studies,2021,594
11901,Ecology and Nature Management,bachelor studies,2020,594
11262,Ecology and Nature Management,bachelor studies,2019,594
9970,Ecology and Nature Management,bachelor studies,2018,594
16153,Landscape Design,additional educational programmes based on bachelor studies,2023,594
13729,Landscape Design,additional educational programmes based on bachelor studies,2021,594
16168,Contemporary Development Technologies of Unconventional Hydrocarbon Resources,additional educational programmes based on bachelor studies,2023,594
14545,Contemporary Development Technologies of Unconventional Hydrocarbon Resources,additional educational programmes based on bachelor studies,2022,594
13742,Contemporary Development Technologies of Unconventional Hydrocarbon Resources,additional educational programmes based on bachelor studies,2021,594
16154,Interior Phytodesign,additional educational programmes based on bachelor studies,2023,594
14534,Interior Phytodesign,additional educational programmes based on bachelor studies,2022,594
13730,Interior Phytodesign,additional educational programmes based on bachelor studies,2021,594
16163,Expert of Subsoil Use,additional educational programmes based on bachelor studies,2023,594
14541,Expert of Subsoil Use,additional educational programmes based on bachelor studies,2022,594
13737,Expert of Subsoil Use,additional educational programmes based on bachelor studies,2021,594
16155,Eight-Month Preparatory Courses on Geography: Preparation for the Unified State Exam,additional educational programmes based on basic general education,2023,594
14535,Eight-Month Preparatory Courses on Geography: Preparation for the Unified State Exam,additional educational programmes based on basic general education,2022,594
13731,Eight-Month Preparatory Courses on Geography: Preparation for the Unified State Exam,additional educational programmes based on basic general education,2021,594
16159,Landscape Design,additional educational programmes based on basic general education,2023,594
14539,Landscape Design,additional educational programmes based on basic general education,2022,594
11984,Geology,Aspirantura Programme,2020,594
13735,Landscape Design,additional educational programmes based on basic general education,2021,594
16158,Interior Phytodesign,additional educational programmes based on basic general education,2023,594
14538,Interior Phytodesign,additional educational programmes based on basic general education,2022,594
13734,Interior Phytodesign,additional educational programmes based on basic general education,2021,594
14537,Exploration and Exploitation of Marine Mineral Resources,additional educational programmes based on secondary (complete) general education,2022,594
13733,Exploration and Exploitation of Marine Mineral Resources,additional educational programmes based on secondary (complete) general education,2021,594
15187,Forest Geography and Sustainable Forest Management,master studies,2023,594
13155,Forest Geography and Sustainable Forest Management,master studies,2021,594
11328,Forest Geography and Sustainable Forest Management,master studies,2020,594
15144,Geographical Information Mapping,master studies,2023,594
13904,Geographical Information Mapping,master studies,2022,594
13014,Geographical Information Mapping,master studies,2021,594
11940,Geographical Information Mapping,master studies,2020,594
15189,Geological Support for Hydrocarbon Reservoirs Development,master studies,2023,594
14028,Geological Support for Hydrocarbon Reservoirs Development,master studies,2022,594
13158,Geological Support for Hydrocarbon Reservoirs Development,master studies,2021,594
12054,Geological Support for Hydrocarbon Reservoirs Development,master studies,2020,594
15143,Geology,master studies,2023,594
13903,Geology,master studies,2022,594
13013,Geology,master studies,2021,594
11939,Geology,master studies,2020,594
15199,Geourbanistics,master studies,2023,594
14047,Geourbanistics,master studies,2022,594
13169,Geourbanistics,master studies,2021,594
12071,Geourbanistics,master studies,2020,594
15200,Geophysics,master studies,2023,594
14048,Geophysics,master studies,2022,594
13170,Geophysics,master studies,2021,594
